id,name,type,typecode,address,pcode,pname,citycode,cityname,adcode,adname,location,longitude,latitude,tel,biz_ext
B02F4026EZ,东坑公园,风景名胜;公园广场;公园,110101,旅游路2673号,440000,广东省,0756,珠海市,440402,香洲区,"113.521053,22.300974",113.521053,22.300974,[],"{'cost': [], 'rating': '4.5', 'ticket_ordering': '0'}"
B02F401N5B,板樟山森林公园,风景名胜;公园广场;公园,110101,兰埔路4号,440000,广东省,0756,珠海市,440402,香洲区,"113.553556,22.249664",113.553556,22.249664,0756-8284961,"{'cost': [], 'rating': '4.7', 'ticket_ordering': '0'}"
B02F401CVM,海滨公园,风景名胜;公园广场;公园,110101,海滨南路108号,440000,广东省,0756,珠海市,440402,香洲区,"113.586334,22.258599",113.586334,22.258599,0756-3332562,"{'cost': [], 'rating': '4.8', 'ticket_ordering': '0'}"
B02F4005E5,霞山公园,风景名胜;公园广场;公园,110101,井岸镇霞山东路371号,440000,广东省,0756,珠海市,440403,斗门区,"113.287916,22.204421",113.287916,22.204421,[],"{'cost': [], 'rating': '4.7', 'ticket_ordering': '0'}"
B02F4005D9,尖峰山公园,风景名胜;公园广场;公园,110101,珠峰大道,440000,广东省,0756,珠海市,440403,斗门区,"113.308627,22.185083",113.308627,22.185083,[],"{'cost': [], 'rating': '4.6', 'ticket_ordering': '0'}"
B0FFI2KCOY,南屏镇消防主题公园,风景名胜;公园广场;公园,110101,南湾北路辅路与珠海大道辅路交叉口南60米,440000,广东省,0756,珠海市,440402,香洲区,"113.508228,22.220916",113.508228,22.220916,[],"{'cost': [], 'rating': '4.4', 'ticket_ordering': '0'}"
B02F402KGI,北澳公园,风景名胜;公园广场;公园,110101,北澳西路与工业大道交叉口附近,440000,广东省,0756,珠海市,440403,斗门区,"113.286619,22.218889",113.286619,22.218889,[],"{'cost': [], 'rating': '4.4', 'ticket_ordering': '0'}"
B02F4005E8,凤山公园,风景名胜;公园广场;公园,110101,连兴路,440000,广东省,0756,珠海市,440403,斗门区,"113.302400,22.221504",113.3024,22.221504,[],"{'cost': [], 'rating': '4.4', 'ticket_ordering': '0'}"
B0FFFPLI6T,梅华城市花园,风景名胜;公园广场;公园,110101,梅华西路,440000,广东省,0756,珠海市,440402,香洲区,"113.542516,22.278211",113.542516,22.278211,[],"{'cost': [], 'rating': '4.7', 'ticket_ordering': '0'}"
B02F40PMCK,南溪公园,风景名胜;公园广场;公园,110101,南溪市场53号,440000,广东省,0756,珠海市,440402,香洲区,"113.502436,22.282801",113.502436,22.282801,[],"{'cost': [], 'rating': '4.4', 'ticket_ordering': '0'}"
B02F40PS1J,桥北公园,风景名胜;公园广场;公园,110101,中心北路与连桥路交汇处附近,440000,广东省,0756,珠海市,440403,斗门区,"113.296306,22.216626",113.296306,22.216626,[],"{'cost': [], 'rating': '4.3', 'ticket_ordering': '0'}"
B0FFFDG387,吉大景山社区公园,风景名胜;公园广场;公园,110101,吉水路1号,440000,广东省,0756,珠海市,440402,香洲区,"113.572555,22.257072",113.572555,22.257072,[],"{'cost': [], 'rating': '4.3', 'ticket_ordering': '0'}"
B02F402UZA,将军山公园,风景名胜;公园广场;公园,110101,联安路36号,440000,广东省,0756,珠海市,440402,香洲区,"113.562451,22.233772",113.562451,22.233772,[],"{'cost': [], 'rating': '4.6', 'ticket_ordering': '0'}"
B0FFIXMBX2,凉粉桥社区公园,风景名胜;公园广场;公园,110101,拱北丽枫酒店(拱北口岸店)北80米,440000,广东省,0756,珠海市,440402,香洲区,"113.551838,22.225803",113.551838,22.225803,[],"{'cost': [], 'rating': '4.5', 'ticket_ordering': '0'}"
B0FFIA8N7N,香山驿站,风景名胜;公园广场;公园,110101,梅华中路,440000,广东省,0756,珠海市,440402,香洲区,"113.543698,22.282748",113.543698,22.282748,[],"{'cost': [], 'rating': '4.6', 'ticket_ordering': '0'}"
B0FFFXK3KX,海天公园,风景名胜;公园广场;公园,110101,香湾街道梅华东路8号,440000,广东省,0756,珠海市,440402,香洲区,"113.577053,22.296996",113.577053,22.296996,[],"{'cost': [], 'rating': '4.8', 'ticket_ordering': '0'}"
B02F40PMB9,前山滨河公园,风景名胜;公园广场;公园,110101,前山河畔,440000,广东省,0756,珠海市,440402,香洲区,"113.515473,22.235052",113.515473,22.235052,0756-8880645,"{'cost': [], 'rating': '4.6', 'ticket_ordering': '0'}"
B02F402UMZ,文楼山公园,风景名胜;公园广场;公园,110101,迎雁西街平沙山庄后,440000,广东省,0756,珠海市,440404,金湾区,"113.188490,22.105939",113.18849,22.105939,[],"{'cost': [], 'rating': '4.6', 'ticket_ordering': '0'}"
B0FFHY5YKU,世荣公园,风景名胜;公园广场;公园,110101,乾南南路与珠峰大道交叉口南100米,440000,广东省,0756,珠海市,440403,斗门区,"113.229705,22.151476",113.229705,22.151476,[],"{'cost': [], 'rating': '4.1', 'ticket_ordering': '0'}"
B0FFHOD4A2,香洲社区公园,风景名胜;公园广场;公园,110101,珠海大道,440000,广东省,0756,珠海市,440402,香洲区,"113.511998,22.222454",113.511998,22.222454,[],"{'cost': [], 'rating': '4.5', 'ticket_ordering': '0'}"
B0FFJ2V27D,绿湖公园,风景名胜;公园广场;公园,110101,珠海大道辅路,440000,广东省,0756,珠海市,440402,香洲区,"113.497022,22.215265",113.497022,22.215265,[],"{'cost': [], 'rating': '4.3', 'ticket_ordering': '0'}"
B0FFHO151V,港昌社区公园,风景名胜;公园广场;公园,110101,前山海荣新村西北(珠海大道东南),440000,广东省,0756,珠海市,440402,香洲区,"113.527334,22.231191",113.527334,22.231191,[],"{'cost': [], 'rating': '4.3', 'ticket_ordering': '0'}"
B02F402UE1,映晖湾公园,风景名胜;公园广场;公园,110101,前山岱山路148号附近,440000,广东省,0756,珠海市,440402,香洲区,"113.511287,22.236778",113.511287,22.236778,[],"{'cost': [], 'rating': '4.3', 'ticket_ordering': '0'}"
B02F402VB5,中广公园,风景名胜;公园广场;公园,110101,粤海西路1号,440000,广东省,0756,珠海市,440402,香洲区,"113.527955,22.233926",113.527955,22.233926,0756-3298188,"{'cost': [], 'rating': '4.4', 'ticket_ordering': '0'}"
B0FFHKI62G,白石社区公园,风景名胜;公园广场;公园,110101,粤海中路2338号,440000,广东省,0756,珠海市,440402,香洲区,"113.540728,22.231072",113.540728,22.231072,[],"{'cost': [], 'rating': '4.0', 'ticket_ordering': '0'}"
B0FFGQ07YL,灵鸽公园,风景名胜;公园广场;公园,110101,淇澳岛(东侧),440000,广东省,0756,珠海市,440402,香洲区,"113.655790,22.416006",113.65579,22.416006,[],"{'cost': [], 'rating': '4.0', 'ticket_ordering': '0'}"
B0FFJ82ELI,白藤头街心公园,风景名胜;公园广场;公园,110101,白藤二路与藤达二路交叉口北160米,440000,广东省,0756,珠海市,440403,斗门区,"113.364673,22.154409",113.364673,22.154409,[],"{'cost': [], 'rating': '4.1', 'ticket_ordering': '0'}"
B0FFIUB1OI,中珠社区公园,风景名胜;公园广场;公园,110101,粤海路先锋林(东侧),440000,广东省,0756,珠海市,440402,香洲区,"113.530354,22.233376",113.530354,22.233376,[],"{'cost': [], 'rating': '3.8', 'ticket_ordering': '0'}"
B02F401F2A,康宁园,风景名胜;公园广场;公园,110101,康宁路,440000,广东省,0756,珠海市,440402,香洲区,"113.576012,22.273317",113.576012,22.273317,[],"{'cost': [], 'rating': '4.0', 'ticket_ordering': '0'}"
B0FFIN3DFD,东滘公园,风景名胜;公园广场;公园,110101,泰来路,440000,广东省,0756,珠海市,440403,斗门区,"113.227267,22.301302",113.227267,22.301302,[],"{'cost': [], 'rating': '3.8', 'ticket_ordering': '0'}"
B0FFIQEAA4,岱山社区公园,风景名胜;公园广场;公园,110101,岱山路70号,440000,广东省,0756,珠海市,440402,香洲区,"113.517142,22.242927",113.517142,22.242927,[],"{'cost': [], 'rating': '4.5', 'ticket_ordering': '0'}"
B02F40101Q,炮台山公园,风景名胜;公园广场;公园,110101,夏湾路60号,440000,广东省,0756,珠海市,440402,香洲区,"113.546260,22.225248",113.54626,22.225248,0756-8880645,"{'cost': [], 'rating': '4.6', 'ticket_ordering': '0'}"
B02F40OPGX,华发·水郡休闲公园,风景名胜;公园广场;公园,110101,西堤路1729号,440000,广东省,0756,珠海市,440403,斗门区,"113.317504,22.186302",113.317504,22.186302,[],"{'cost': [], 'rating': '3.9', 'ticket_ordering': '0'}"
B0FFGBAHBD,南虹社区公园,风景名胜;公园广场;公园,110101,南虹二街泰然小区,440000,广东省,0756,珠海市,440402,香洲区,"113.547033,22.267857",113.547033,22.267857,[],"{'cost': [], 'rating': '4.1', 'ticket_ordering': '0'}"
B02F40PMB3,杨匏安纪念公园,风景名胜;公园广场;公园,110101,康和花园附近,440000,广东省,0756,珠海市,440402,香洲区,"113.514844,22.222386",113.514844,22.222386,[],"{'cost': [], 'rating': '4.3', 'ticket_ordering': '0'}"
B0FFG77O9K,樱花园,风景名胜;公园广场;公园,110101,吉大街道海滨南路108号海滨公园,440000,广东省,0756,珠海市,440402,香洲区,"113.586406,22.258244",113.586406,22.258244,[],"{'cost': [], 'rating': '3.7', 'ticket_ordering': '0'}"
B0FFFWDXAZ,消防文化主题公园,风景名胜;公园广场;公园,110101,狮山街道园山路8号正西方向70米,440000,广东省,0756,珠海市,440402,香洲区,"113.574665,22.281664",113.574665,22.281664,[],"{'cost': [], 'rating': '3.8', 'ticket_ordering': '0'}"
B0FFHW21IB,翠景社区公园,风景名胜;公园广场;公园,110101,前山明珠南路3288号附近西北方向90米,440000,广东省,0756,珠海市,440402,香洲区,"113.519735,22.264403",113.519735,22.264403,[],"{'cost': [], 'rating': '4.4', 'ticket_ordering': '0'}"
B0FFIKJSLK,畅景园,风景名胜;公园广场;公园|风景名胜;风景名胜;风景名胜,110101|110200,白莲路,440000,广东省,0756,珠海市,440402,香洲区,"113.565552,22.247603",113.565552,22.247603,[],"{'cost': [], 'rating': '4.0', 'ticket_ordering': '0'}"
B0FFGK893M,金海岸公园,风景名胜;公园广场;公园,110101,虹阳路,440000,广东省,0756,珠海市,440404,金湾区,"113.383233,22.075279",113.383233,22.075279,[],"{'cost': [], 'rating': '3.7', 'ticket_ordering': '0'}"
B02F402MB0,大森林,风景名胜;公园广场;公园,110101,珠海度假村酒店丽居客栈附近,440000,广东省,0756,珠海市,440402,香洲区,"113.581119,22.237405",113.581119,22.237405,[],"{'cost': [], 'rating': '3.5', 'ticket_ordering': '0'}"
B0KUSUX8SC,湖心金茂公园,风景名胜;公园广场;公园,110101,秀湖路与白藤七路交叉口东160米,440000,广东省,0756,珠海市,440403,斗门区,"113.343875,22.150676",113.343875,22.150676,[],"{'cost': [], 'rating': '4.4', 'ticket_ordering': '0'}"
B0FFLP4A0U,成裕围公园,风景名胜;公园广场;公园,110101,虹桥一路与新科二路交叉口西北400米,440000,广东省,0756,珠海市,440403,斗门区,"113.316675,22.201121",113.316675,22.201121,[],"{'cost': [], 'rating': '4.5', 'ticket_ordering': '0'}"
B0FFK4BDPJ,岭南社区公园,风景名胜;公园广场;公园,110101,侨岭街二巷与迎宾南路交叉口西60米,440000,广东省,0756,珠海市,440402,香洲区,"113.551408,22.229689",113.551408,22.229689,[],"{'cost': [], 'rating': '4.5', 'ticket_ordering': '0'}"
B0FFH44SJ9,东桥社区公园,风景名胜;公园广场;公园,110101,东桥大街2号,440000,广东省,0756,珠海市,440402,香洲区,"113.522856,22.217535",113.522856,22.217535,[],"{'cost': [], 'rating': '3.2', 'ticket_ordering': '0'}"
B0FFG4OK6Y,昌盛社区公园,风景名胜;公园广场;公园,110101,夏湾路237号8幢附近,440000,广东省,0756,珠海市,440402,香洲区,"113.536921,22.219360",113.536921,22.21936,[],"{'cost': [], 'rating': '3.9', 'ticket_ordering': '0'}"
B0KB9CAQHF,三溪公园,风景名胜;公园广场;公园,110101,创成路,440000,广东省,0756,珠海市,440402,香洲区,"113.499241,22.292739",113.499241,22.292739,[],"{'cost': [], 'rating': '4.3', 'ticket_ordering': '0'}"
B0FFG1Q6KL,外伶仃岛风景区-金石公园,风景名胜;公园广场;公园,110101,担杆镇外伶仃岛内,440000,广东省,0756,珠海市,440402,香洲区,"114.028111,22.103006",114.028111,22.103006,[],"{'cost': [], 'rating': '3.6', 'ticket_ordering': '0'}"
B0FFJPHSPO,横琴镇公园绿地,风景名胜;公园广场;公园,110101,环岛东路与宝兴路交叉口东南120米,440000,广东省,0756,珠海市,440402,香洲区,"113.549301,22.117390",113.549301,22.11739,[],"{'cost': [], 'rating': '3.7', 'ticket_ordering': '0'}"
B0FFG0R086,海大社区公园,风景名胜;公园广场;公园,110101,吉大街道吉大区九洲大道东1346号华润银行大厦,440000,广东省,0756,珠海市,440402,香洲区,"113.575609,22.247492",113.575609,22.247492,[],"{'cost': [], 'rating': '2.9', 'ticket_ordering': '0'}"
B0KRMRUDHE,大林山生态公园,风景名胜;公园广场;公园,110101,X589大环五金商行西南侧约110米,440000,广东省,0756,珠海市,440404,金湾区,"113.281304,22.085981",113.281304,22.085981,[],"{'cost': [], 'rating': '4.1', 'ticket_ordering': '0'}"
B0K6VMYEW5,大林湿地公园,风景名胜;公园广场;公园,110101,东起于红旗河旁、西止于鸡啼门大桥,440000,广东省,0756,珠海市,440404,金湾区,"113.302277,22.096345",113.302277,22.096345,[],"{'cost': [], 'rating': '4.1', 'ticket_ordering': '0'}"
B0K635NJJ1,双湖健身公园,风景名胜;公园广场;公园,110101,华泰路与三板路交叉口东南220米,440000,广东省,0756,珠海市,440404,金湾区,"113.334791,22.131463",113.334791,22.131463,[],"{'cost': [], 'rating': '4.2', 'ticket_ordering': '0'}"
B0H0YSIW2X,富山工业园雷蛛公园,风景名胜;公园广场;公园,110101,乾务镇北三路北(珠海康晋电气设备有限公司对面),440000,广东省,0756,珠海市,440403,斗门区,"113.120912,22.193936",113.120912,22.193936,[],"{'cost': [], 'rating': '4.2', 'ticket_ordering': '0'}"
B0FFMHQOI4,定家湾榄坑河公园,风景名胜;公园广场;公园,110101,定湾九路与机场西路交叉口西220米,440000,广东省,0756,珠海市,440404,金湾区,"113.314642,22.030599",113.314642,22.030599,[],"{'cost': [], 'rating': '4.1', 'ticket_ordering': '0'}"
B0FFK644P0,连屏村社区公园,风景名胜;公园广场;公园,110101,湾仔街道连屏村,440000,广东省,0756,珠海市,440402,香洲区,"113.508291,22.169823",113.508291,22.169823,[],"{'cost': [], 'rating': '4.2', 'ticket_ordering': '0'}"
B0FFG0ENUQ,南屏濂泉社区公园,风景名胜;公园广场;公园,110101,南泉路16号,440000,广东省,0756,珠海市,440402,香洲区,"113.503710,22.218848",113.50371,22.218848,[],"{'cost': [], 'rating': '4.1', 'ticket_ordering': '0'}"
B0FFF8WK4U,水湾园,风景名胜;公园广场;公园,110101,水湾路231号对面,440000,广东省,0756,珠海市,440402,香洲区,"113.570942,22.234283",113.570942,22.234283,0756-2227024,"{'cost': [], 'rating': '4.1', 'ticket_ordering': '0'}"
B0FFI13IC3,上冲社区公园,风景名胜;公园广场;公园,110101,人民西路1008号附近,440000,广东省,0756,珠海市,440402,香洲区,"113.519230,22.265915",113.51923,22.265915,[],"{'cost': [], 'rating': '4.4', 'ticket_ordering': '0'}"
B02F40OQ63,金石生态公园,风景名胜;公园广场;公园,110101,272省道,440000,广东省,0756,珠海市,440403,斗门区,"113.250038,22.275843",113.250038,22.275843,[],"{'cost': [], 'rating': '3.6', 'ticket_ordering': '0'}"
B0FFGBAHF9,海宏社区公园,风景名胜;公园广场;公园,110101,金鸡路与翠前南路交叉口北60米,440000,广东省,0756,珠海市,440402,香洲区,"113.523936,22.247308",113.523936,22.247308,[],"{'cost': [], 'rating': '4.2', 'ticket_ordering': '0'}"
B02F402UYV,风和日丽,风景名胜;公园广场;公园,110101,石花东路127号,440000,广东省,0756,珠海市,440402,香洲区,"113.575806,22.238166",113.575806,22.238166,[],"{'cost': [], 'rating': '3.2', 'ticket_ordering': '0'}"
B0FFI0ZM2F,忠信文化公园,风景名胜;公园广场;公园,110101,金海岸大道与金岛路交叉口北40米,440000,广东省,0756,珠海市,440404,金湾区,"113.375582,22.061877",113.375582,22.061877,[],"{'cost': [], 'rating': '3.6', 'ticket_ordering': '0'}"
B0KG251B07,天星四路公园,风景名胜;公园广场;公园,110101,金业西路与新沙六路交叉口东北120米,440000,广东省,0756,珠海市,440402,香洲区,"113.545199,22.400021",113.545199,22.400021,[],"{'cost': [], 'rating': '4.0', 'ticket_ordering': '0'}"
B0J137FRR6,鸡冠石公园,风景名胜;公园广场;公园,110101,濠源居民宿东南侧160米,440000,广东省,0756,珠海市,440403,斗门区,"113.173138,22.222083",113.173138,22.222083,[],"{'cost': [], 'rating': '4.0', 'ticket_ordering': '0'}"
B0IUBLH12K,斗门市民公园宠物公园,风景名胜;公园广场;公园,110101,斗门市民公园内(北侧),440000,广东省,0756,珠海市,440403,斗门区,"113.313357,22.184991",113.313357,22.184991,[],"{'cost': [], 'rating': '4.0', 'ticket_ordering': '0'}"
B0I0L7CF14,红山口袋公园,风景名胜;公园广场;公园,110101,梅华街道红山路153号,440000,广东省,0756,珠海市,440402,香洲区,"113.540320,22.270286",113.54032,22.270286,[],"{'cost': [], 'rating': '4.0', 'ticket_ordering': '0'}"
B0G0TNCWLW,东澳公园,风景名胜;公园广场;公园,110101,东澳西路与东澳南路交叉口西80米,440000,广东省,0756,珠海市,440403,斗门区,"113.239387,22.157930",113.239387,22.15793,[],"{'cost': [], 'rating': '4.0', 'ticket_ordering': '0'}"
B0FFK4BGKC,香洲社区公园,风景名胜;公园广场;公园,110101,沿河东路与碧涛路交叉口东180米,440000,广东省,0756,珠海市,440402,香洲区,"113.575432,22.290612",113.575432,22.290612,[],"{'cost': [], 'rating': '4.0', 'ticket_ordering': '0'}"
B02F402KUV,海滨公园-二号小游园,风景名胜;公园广场;公园,110101,情侣中路海滨公园(西北角),440000,广东省,0756,珠海市,440402,香洲区,"113.583580,22.260503",113.58358,22.260503,[],"{'cost': [], 'rating': '3.6', 'ticket_ordering': '0'}"
B0FFJSNIL7,宁堂社区消防宣传主题公园,风景名胜;公园广场;公园,110101,金鼎唐家宁堂村西95号附近,440000,广东省,0756,珠海市,440402,香洲区,"113.551272,22.357541",113.551272,22.357541,13709697934,"{'cost': [], 'rating': '3.1', 'ticket_ordering': '0'}"
B02F40R205,爱布菲尔湿地公园,风景名胜;公园广场;公园,110101,西海岸花园东侧,440000,广东省,0756,珠海市,440403,斗门区,"113.208726,22.103353",113.208726,22.103353,0756-7753555,"{'cost': [], 'rating': '3.4', 'ticket_ordering': '0'}"
B0KRMR38X2,海霞社区-公园,风景名胜;公园广场;公园,110101,香湾街道碧海路4号,440000,广东省,0756,珠海市,440402,香洲区,"113.580657,22.270235",113.580657,22.270235,[],"{'cost': [], 'rating': '4.3', 'ticket_ordering': '0'}"
B0FFI59WW1,斗门市民公园,风景名胜;公园广场;公园,110101,珠峰大道斗门区税务局对面,440000,广东省,0756,珠海市,440403,斗门区,"113.313557,22.183820",113.313557,22.18382,[],"{'cost': [], 'rating': '4.5', 'ticket_ordering': '0'}"
B0FFFPX66R,海岸公园,风景名胜;公园广场;公园,110101,情侣北路,440000,广东省,0756,珠海市,440402,香洲区,"113.618945,22.347349",113.618945,22.347349,[],"{'cost': [], 'rating': '4.8', 'ticket_ordering': '0'}"
B0FFG288LD,大镜山社区公园,风景名胜;公园广场;公园,110101,大镜山水库脚下,440000,广东省,0756,珠海市,440402,香洲区,"113.555961,22.288987",113.555961,22.288987,[],"{'cost': [], 'rating': '4.8', 'ticket_ordering': '0'}"
B02F40PMC4,石溪公园,风景名胜;公园广场;公园,110101,梅华东路366号古元美术馆旁,440000,广东省,0756,珠海市,440402,香洲区,"113.550285,22.285628",113.550285,22.285628,[],"{'cost': [], 'rating': '4.7', 'ticket_ordering': '0'}"
B02F40Q9H0,珠海中山公园,风景名胜;公园广场;公园,110101,唐家湾镇田馆二街14号,440000,广东省,0756,珠海市,440402,香洲区,"113.573482,22.379339",113.573482,22.379339,[],"{'cost': [], 'rating': '4.8', 'ticket_ordering': '0'}"
B0FFHI93ZI,金山体育公园,风景名胜;公园广场;公园,110101,三灶镇金铭东路广东科学技术职业学院东侧,440000,广东省,0756,珠海市,440404,金湾区,"113.361613,22.121467",113.361613,22.121467,[],"{'cost': [], 'rating': '4.6', 'ticket_ordering': '0'}"
B0FFGXDLI9,茅田山森林公园,风景名胜;公园广场;公园,110101,柏垫镇茅田村,440000,广东省,0756,珠海市,440404,金湾区,"113.351918,22.032134",113.351918,22.032134,[],"{'cost': [], 'rating': '3.7', 'ticket_ordering': '0'}"
B0FFGG7OO0,珠海市马鞍山公园,风景名胜;公园广场;公园,110101,逸仙路北,440000,广东省,0756,珠海市,440402,香洲区,"113.527254,22.248010",113.527254,22.24801,[],"{'cost': [], 'rating': '4.1', 'ticket_ordering': '0'}"
B0FFJ0W3JG,海天驿站公园,风景名胜;公园广场;公园,110101,港湾大道,440000,广东省,0756,珠海市,440402,香洲区,"113.580947,22.301146",113.580947,22.301146,[],"{'cost': [], 'rating': '4.6', 'ticket_ordering': '0'}"
B0HDA5XPRG,金湾航空城中心湖公园,风景名胜;公园广场;公园,110101,金河东路,440000,广东省,0756,珠海市,440404,金湾区,"113.362837,22.115194",113.362837,22.115194,[],"{'cost': [], 'rating': '4.0', 'ticket_ordering': '0'}"
B0JRNS811B,下金龙公园,风景名胜;公园广场;公园,110101,珠海大道9640号,440000,广东省,0756,珠海市,440404,金湾区,"113.200138,22.004915",113.200138,22.004915,[],"{'cost': [], 'rating': '4.3', 'ticket_ordering': '0'}"
B0KBOMD60U,南水公园,风景名胜;公园广场;公园,110101,惠民生活小区向北南水沥畔,440000,广东省,0756,珠海市,440404,金湾区,"113.229834,22.028885",113.229834,22.028885,[],"{'cost': [], 'rating': '4.4', 'ticket_ordering': '0'}"
B0K3Y1EQZM,永丰古树公园,风景名胜;公园广场;公园,110101,金瑞一路与工业二路交叉口西北20米,440000,广东省,0756,珠海市,440402,香洲区,"113.516042,22.379488",113.516042,22.379488,[],"{'cost': [], 'rating': '4.6', 'ticket_ordering': '0'}"
B0JUGZ92C0,横琴粤澳深度合作区荷花园,风景名胜;公园广场;公园,110101,爱琴路与天羽路交叉口,440000,广东省,0756,珠海市,440402,香洲区,"113.504638,22.150129",113.504638,22.150129,[],"{'cost': [], 'rating': '4.6', 'ticket_ordering': '0'}"
B0IDXMGWNJ,横琴赛艇公园,风景名胜;公园广场;公园,110101,香江路,440000,广东省,0756,珠海市,440402,香洲区,"113.509650,22.127280",113.50965,22.12728,[],"{'cost': [], 'rating': '4.8', 'ticket_ordering': '0'}"
B0I3TUBXXQ,金凤台山顶休闲公园,风景名胜;公园广场;公园,110101,涌金路与海滩路交叉口南200米,440000,广东省,0756,珠海市,440404,金湾区,"113.391755,22.007797",113.391755,22.007797,[],"{'cost': [], 'rating': '4.4', 'ticket_ordering': '0'}"
B0I3N7DKST,横琴No.1公园,风景名胜;公园广场;公园,110101,千安道与琴海北路交叉口东南80米,440000,广东省,0756,珠海市,440402,香洲区,"113.510356,22.152924",113.510356,22.152924,[],"{'cost': [], 'rating': '4.3', 'ticket_ordering': '0'}"
